Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Packet Length Mean,SYN Flag Count,ACK Flag Count,Label
47605,1,1,42,58,2100.619683,42.01239366,47605.0,0.0,0.0,47.33333333,0,0,0
131463,2,2,78,252,2510.211999,30.42681211,43821.0,1.0,4.0,73.8,0,0,0
82358642,8,6,373,11595,145.3156549,0.169988233,6335280.154,11700000.0,30372.2,797.8666667,0,1,1
62,2,1,0,0,0.0,48387.09677,31.0,3.0,0.0,0.0,0,1,0
2647070,5,0,30,0,11.33328548,1.888880914,661767.5,661767.5,0.0,6.0,0,1,1
65,1,1,0,6,92307.69231,30769.23077,65.0,0.0,0.0,2.0,0,0,1
99834678,8,7,602,11595,122.1719772,0.150248394,7131048.429,14200000.0,59411.83333,762.3125,0,1,1
65,1,1,0,0,0.0,30769.23077,65.0,0.0,0.0,0.0,0,1,0
109,2,0,0,0,0.0,18348.62385,109.0,109.0,0.0,0.0,0,1,0
48,1,1,0,6,125000.0,41666.66667,48.0,0.0,0.0,2.0,0,0,1
989,2,0,0,0,0.0,2022.244692,989.0,989.0,0.0,0.0,0,1,1
231412,9,9,1287,7661,38666.96628,77.78334745,13612.47059,23615.75,24797.0,470.9473684,0,0,0
205193,1,1,44,93,667.6641016,9.746921191,205193.0,0.0,0.0,60.33333333,0,0,0
69,2,2,4,12,231884.058,57971.01449,23.0,48.0,49.0,3.6,0,0,0
61688,1,1,64,157,3582.544417,32.42121644,61688.0,0.0,0.0,95.0,0,0,0
63,1,1,0,0,0.0,31746.03175,63.0,0.0,0.0,0.0,0,1,0
90405740,15,18,979,6074,78.0149579,0.365021071,2825179.375,5793247.714,5312090.882,207.4411765,0,0,0
208,2,1,14,0,67307.69231,14423.07692,104.0,208.0,0.0,7.0,1,1,1
115900824,16,14,531,919,12.51069621,0.258841991,3996580.138,7726721.6,8483054.308,46.77419355,0,0,0
1,2,0,0,0,0.0,2000000.0,1.0,1.0,0.0,0.0,0,1,0
76890,4,2,164,204,4786.058005,78.03355443,15378.0,10346.66667,4.0,58.42857143,0,0,0
12388,4,0,0,0,0.0,322.8931224,4129.333333,4129.333333,0.0,0.0,0,1,0
23597,2,1,12,6,762.8088316311,127.1348052719,11798.5,23597.0,0.0,6.0,0,1,0
2,2,0,4,0,2000000.0,1000000.0,2.0,2.0,0.0,2.0,0,0,0
163,2,2,90,230,1963190.184,24539.8773,54.33333333,4.0,3.0,73.0,0,0,0
23779,1,1,55,119,7317.380882,84.10782623,23779.0,0.0,0.0,76.33333333,0,0,0
47660,2,2,80,828,19051.61561,83.92782207,15886.66667,3.0,48.0,189.6,0,0,0
47473,1,1,48,111,3349.272218,42.12921029,47473.0,0.0,0.0,69.0,0,0,0
1267432,41,44,2728,6634,7386.589576,67.06474193,15088.47619,31685.8,7303.209302,108.8604651,0,0,0
47,1,1,0,6,127659.5745,42553.19149,47.0,0.0,0.0,2.0,0,0,1
155,2,2,68,158,1458064.51612903,25806.4516129032,51.6666666667,4.0,3.0,52.0,0,0,0
168,2,2,64,168,1380952.381,23809.52381,56.0,3.0,3.0,52.8,0,0,0
1656830,2,1,51,6,34.40304678,1.810686673,828415.0,1656630.0,0.0,14.25,0,1,0
23902,1,1,52,117,7070.53803,83.67500628,23902.0,0.0,0.0,73.66666667,0,0,0
48,2,0,4,0,83333.33333,41666.66667,48.0,48.0,0.0,2.0,0,0,0
115978410,16,15,656,2179,24.44420474,0.267291128,3865947.0,7731894.0,7883713.643,88.59375,0,0,0
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,1,0
60,1,1,0,6,100000.0,33333.33333,60.0,0.0,0.0,2.0,0,0,1
79835,1,1,40,94,1678.461828,25.05166907,79835.0,0.0,0.0,58.0,0,0,0
99908671,8,5,702,11595,123.0824099,0.130118836,8325722.583,14300000.0,86838.0,878.3571429,0,1,1
96,2,2,4,12,166666.6667,41666.66667,32.0,48.0,48.0,3.6,0,0,0
98349730,8,5,330,11595,121.2509684,0.132181349,8195810.833,14000000.0,17879.75,851.7857143,0,1,1
99941615,6,7,325,11595,119.2696356,0.130075945,8328467.917,20000000.0,16700000.0,851.8571429,0,0,1
7935825,4,0,24,0,3.024260238,0.504043373,2645275.0,2645275.0,0.0,6.0,0,1,1
4,2,0,124,0,31000000.0,500000.0,4.0,4.0,0.0,62.0,0,0,0
85101623,28,26,874,25698,312.2384634,0.634535489,1605691.0,3151911.963,2360012.56,483.1272727,0,0,0
30750,1,1,64,157,7186.99187,65.04065041,30750.0,0.0,0.0,95.0,0,0,0
6345417,9,6,387,4099,706.9669338,2.363910835,453244.0714,793177.125,149785.6,280.375,0,0,0
2380866,16,11,1176,5992,3010.6692270796,11.3404114301,91571.7692307692,158724.4,232112.6,256.0,0,0,0
23663,2,2,78,134,8959.1345137979,169.0402738452,7887.6666666667,3.0,3.0,50.2,0,0,0
4,2,0,37,0,9250000.0,500000.0,4.0,4.0,0.0,22.66666667,1,1,0
5488832,5,0,30,0,5.465643693,0.910940615,1372208.0,1372208.0,0.0,6.0,0,1,1
60,1,1,0,0,0.0,33333.33333,60.0,0.0,0.0,0.0,0,1,0
76,2,0,12,0,157894.736842105,26315.7894736842,76.0,76.0,0.0,6.0,0,1,0
100055,21,0,588,0,5876.767778,209.8845635,5002.75,5002.75,0.0,28.0,0,0,0
143,2,2,94,126,1538461.538,27972.02797,47.66666667,3.0,2.0,53.4,0,0,0
57,1,1,0,0,0.0,35087.7193,57.0,0.0,0.0,0.0,0,1,0
163,2,2,106,170,1693251.534,24539.8773,54.33333333,3.0,3.0,65.8,0,0,0
157640,4,2,204,322,3336.716569,38.06140573,31528.0,8210.0,2.0,82.42857143,0,0,0
995,2,0,0,0,0.0,2010.050251,995.0,995.0,0.0,0.0,0,1,1
102168096,8,5,56,11601,114.0962831,0.127241287,8514008.0,14600000.0,63531.5,833.0714286,0,1,1
146282,10,5,713,479,8148.6443991742,102.541666097,10448.7142857143,16253.5555555556,15762.5,74.5,0,0,0
2576484,3,4,427,2279,1050.268505,2.716880835,429414.0,1273302.0,849094.6667,338.25,0,0,0
193104,2,2,72,414,2516.7785234899,20.7142265308,64368.0,3.0,3.0,104.4,0,0,0
47181,1,1,56,175,4896.0386596299,42.389945105,47181.0,0.0,0.0,95.6666666667,0,0,0
99310686,9,5,356,11595,120.3395171,0.140971738,7639283.538,12400000.0,1548.0,796.7333333,0,1,1
167356,2,2,62,404,2784.483377,23.90114486,55785.33333,3.0,3.0,99.4,0,0,0
693598,9,10,703,3950,6708.496853,27.39338925,38533.22222,74780.5,66435.11111,232.65,0,0,0
78652,2,2,88,200,3661.699639,50.85693943,26217.33333,3.0,67.0,66.4,0,0,0
5945950,4,0,24,0,4.036360884,0.672726814,1981983.333,1981983.333,0.0,6.0,0,1,1
23741,1,1,6,6,505.4546986,84.24244977,23741.0,0.0,0.0,6.0,0,1,0
23447,1,1,71,183,10832.94238,85.2987589,23447.0,0.0,0.0,108.3333333,0,0,0
58114,2,2,72,226,5127.852153,68.83023024,19371.33333,49.0,4.0,66.8,0,0,0
30769,1,1,51,179,7475.056063,65.0004875,30769.0,0.0,0.0,93.66666667,0,0,0
30586,2,0,0,0,0.0,65.38939384,30586.0,30586.0,0.0,0.0,0,1,0
1854286,3,4,26,11607,6273.573764,3.775037939,309047.6667,306.5,618090.3333,1454.125,0,0,1
61573,2,2,60,344,6561.317461,64.96353921,20524.33333,12.0,3.0,86.8,0,0,0
48299,2,2,90,202,6045.673823,82.81744964,16099.66667,3.0,4.0,67.4,0,0,0
48,2,0,12,0,250000.0,41666.66667,48.0,48.0,0.0,6.0,0,0,0
6235396,5,0,30,0,4.811242141,0.80187369,1558849.0,1558849.0,0.0,6.0,0,1,1
176157,1,1,56,172,1294.2999710486,11.353508518,176157.0,0.0,0.0,94.6666666667,0,0,0
11340768,1,5,1375,24,123.3602521,0.529064698,2268153.6,0.0,2828428.5,396.2857143,1,1,0
49,1,1,2,6,163265.3061,40816.32653,49.0,0.0,0.0,3.333333333,0,0,1
179,2,0,0,0,0.0,11173.18436,179.0,179.0,0.0,0.0,0,1,0
1112105,6,0,36,0,32.3710441,5.395174017,222421.0,222421.0,0.0,6.0,0,1,1
57,1,1,0,6,105263.1579,35087.7193,57.0,0.0,0.0,2.0,0,0,1
191,1,1,0,0,0.0,10471.20419,191.0,0.0,0.0,0.0,0,1,0
1776561,3,5,26,11607,6548.044227,4.503082078,253794.4286,318.5,444131.75,1292.555556,0,0,1
48827,2,2,74,228,6185.102505,81.92188748,16275.66667,0.0,3.0,67.8,0,0,0
188,2,2,80,112,1021276.596,21276.59574,62.66666667,4.0,3.0,46.4,0,0,0
955,2,2,82,146,238743.4555,4188.481675,318.3333333,3.0,3.0,53.8,0,0,0
78874,3,1,0,0,0.0,50.71379669,26291.33333,39437.0,0.0,0.0,0,1,0
100735252,8,5,56,11607,115.7787345,0.129051149,8394604.333,14200000.0,249617.75,833.5,0,1,1
235,2,2,82,254,1429787.23404255,17021.2765957447,78.3333333333,2.0,45.0,75.4,0,0,0
248,2,2,56,568,2516129.032,16129.03226,82.66666667,4.0,48.0,130.4,0,0,0
66595596,8,5,360,11595,179.5163752,0.195208104,5549633.0,9494162.143,36813.75,853.9285714,0,1,1
53736,2,2,64,204,4987.3455411642,74.4379931517,17912.0,4.0,3.0,60.0,0,0,0
19,2,0,12,0,631578.9474,105263.1579,19.0,19.0,0.0,6.0,0,1,0
3036150,3,3,150,0,49.40467368,1.976186947,607230.0,1499588.0,1499483.0,28.57142857,0,0,0
65,1,1,0,6,92307.69231,30769.23077,65.0,0.0,0.0,2.0,0,0,1
110,2,0,12,0,109090.9091,18181.81818,110.0,110.0,0.0,6.0,0,1,0
265,2,2,84,228,1177358.49056604,15094.3396226415,88.3333333333,1.0,49.0,70.8,0,0,0
99452763,6,7,644,11595,123.0634487,0.130715323,8287730.25,19900000.0,16600000.0,874.6428571,0,0,1
443,1,1,47,108,349887.133182844,4514.6726862303,443.0,0.0,0.0,67.3333333333,0,0,0
55761244,3,3,145,330,8.518461317,0.107601617,11200000.0,27900000.0,27800000.0,74.0,0,0,0
300,2,2,74,234,1026666.66666667,13333.3333333333,100.0,49.0,48.0,69.0,0,0,0
85005322,6,7,367,11595,140.720601,0.152931601,7083776.833,17000000.0,14200000.0,854.8571429,0,0,1
118057909,13,12,588,4097,39.6839147812,0.2117604844,4919079.54166667,9838159.08333333,10729205.3636364,180.1923076923,0,0,0
224,2,2,94,350,1982142.85714286,17857.1428571429,74.6666666667,48.0,3.0,98.2,0,0,0
115373787,16,14,530,1942,21.42601075,0.260024402,3978406.448,7691585.8,8499298.385,79.74193548,0,0,0
2925932,5,0,30,0,10.25314327,1.708857212,731483.0,731483.0,0.0,6.0,0,1,1
139,2,2,64,96,1151079.137,28776.97842,46.33333333,3.0,3.0,38.4,0,0,0
54,1,1,2,6,148148.1481,37037.03704,54.0,0.0,0.0,3.333333333,0,0,1
161558,1,1,64,157,1367.9297837309,12.3794550564,161558.0,0.0,0.0,95.0,0,0,0
48630,1,1,50,66,2385.358832,41.12687641,48630.0,0.0,0.0,55.33333333,0,0,0
60,1,1,6,6,200000.0,33333.3333333333,60.0,0.0,0.0,6.0,0,1,0
248,2,2,72,246,1282258.065,16129.03226,82.66666667,1.0,4.0,70.8,0,0,0
121,2,0,12,0,99173.55372,16528.92562,121.0,121.0,0.0,6.0,0,1,0
31483,2,2,70,102,5463.26589,127.0526951,10494.33333,3.0,3.0,41.4,0,0,0
61524,1,1,46,198,3965.9319940186,32.5076392952,61524.0,0.0,0.0,96.6666666667,0,0,0
16746703,22,34,2199,41735,2623.44176,3.34394179,304485.5091,565350.2857,500396.8182,770.7719298,0,0,0
278,2,2,94,256,1258992.8057554,14388.4892086331,92.6666666667,0.0,1.0,79.4,0,0,0
5556118,9,6,367,3710,733.7857115346,2.6997266797,396865.571428571,694514.75,14491.6,254.8125,0,0,0
118205836,15,11,574,4276,41.03012308,0.219955299,4728233.44,8443274.0,11800000.0,179.6296296,0,0,0
229,2,2,66,272,1475982.533,17467.24891,76.33333333,1.0,2.0,74.2,0,0,0
1297999,41,42,2664,6954,7409.867034,63.94457931,15829.2561,32449.975,8449.926829,114.5,0,0,0
5301359,3,1,0,0,0.0,0.7545235099,1767119.66666667,2650679.5,0.0,0.0,0,0,0
51,1,1,0,0,0.0,39215.68627,51.0,0.0,0.0,0.0,0,1,0
216,2,2,64,96,740740.7407,18518.51852,72.0,3.0,48.0,38.4,0,0,0
23,13,0,3055,0,133000000.0,565217.3913,1.916666667,1.916666667,0.0,235.0,0,0,0
55,1,1,0,6,109090.9091,36363.63636,55.0,0.0,0.0,2.0,0,0,1
61071,1,1,53,138,3127.507328,32.74876783,61071.0,0.0,0.0,81.33333333,0,0,0
71454,1,1,48,150,2771.013519,27.99003555,71454.0,0.0,0.0,82.0,0,0,0
81177365,5,10,11607,68,143.8208791,0.184780573,5798383.214,20300000.0,9017324.667,730.0625,0,1,0
86577,1,1,53,101,1778.7634129157,23.1008235444,86577.0,0.0,0.0,69.0,0,0,0
115556296,16,14,482,284,6.6288036785,0.2596137211,3984699.86206896,7703753.06666667,8489879.53846154,24.7096774194,0,0,0
66,1,1,6,6,181818.181818182,30303.0303030303,66.0,0.0,0.0,6.0,0,1,0
4,2,0,0,0,0.0,500000.0,4.0,4.0,0.0,0.0,0,1,1
65096139,14,15,1438,4008,83.6608758,0.445494932,2324862.107,4640013.0,4647672.929,181.5333333,0,0,0
84,1,1,6,6,142857.1429,23809.52381,84.0,0.0,0.0,6.0,0,1,0
5730868,3,1,12,0,2.093923643,0.697974548,1910289.333,2865434.0,0.0,2.4,0,0,0
98922653,9,6,352,11595,120.7711241,0.15163362,7065903.786,12400000.0,7480.6,746.6875,0,1,1
50752,2,2,74,130,4019.546028,78.81462799,16917.33333,1.0,3.0,48.2,0,0,0
132,2,0,0,0,0.0,15151.5151515152,132.0,132.0,0.0,0.0,0,1,0
60486,1,1,57,185,4000.925834,33.06550276,60486.0,0.0,0.0,99.66666667,0,0,0
145140,3,5,26,11607,80150.19981,55.11919526,20734.28571,301.0,36264.5,1292.555556,0,0,1
116266331,8,5,358,11595,102.8070629,0.111812249,9688860.917,16600000.0,489.5,853.7857143,0,1,1
4,2,0,0,0,0.0,500000.0,4.0,4.0,0.0,0.0,0,0,0
44,1,1,0,6,136363.6364,45454.54545,44.0,0.0,0.0,2.0,0,0,1
101778808,10,7,1603,11595,129.6733599,0.167028877,6361175.5,11300000.0,17000000.0,733.5555556,0,0,1
121476,2,2,72,140,1745.200698,32.92831506,40492.0,1.0,4.0,49.6,0,0,0
241430,1,1,47,130,733.1317566,8.283974651,241430.0,0.0,0.0,74.66666667,0,0,0
115256386,16,16,1741,717,21.32636711,0.277641883,3717947.935,7680363.133,7680384.533,94.60606061,1,1,0
143,2,0,0,0,0.0,13986.01399,143.0,143.0,0.0,0.0,0,1,0
172,2,2,60,264,1883720.93,23255.81395,57.33333333,3.0,3.0,70.8,0,0,0
70,1,1,0,0,0.0,28571.42857,70.0,0.0,0.0,0.0,0,1,0
153,2,2,62,94,1019607.843,26143.79085,51.0,4.0,48.0,37.4,0,0,0
117,1,1,0,0,0.0,17094.01709,117.0,0.0,0.0,0.0,0,1,0
382243,8,10,950,5915,17959.77951,47.0904634,22484.88235,54589.28571,31709.55556,361.3157895,0,0,0
30458,1,1,50,66,3808.523212,65.66419332,30458.0,0.0,0.0,55.33333333,0,0,0
45,1,1,0,6,133333.3333,44444.44444,45.0,0.0,0.0,2.0,0,0,1
6096772,7,3,599,141,121.375705,1.64021223,677419.1111,1016128.667,490857.0,67.27272727,0,0,0
204,2,2,88,200,1411764.706,19607.84314,68.0,48.0,49.0,66.4,0,0,0
98,1,1,6,6,122448.9796,20408.16327,98.0,0.0,0.0,6.0,0,1,0
5892421,4,0,24,0,4.073028726,0.678838121,1964140.333,1964140.333,0.0,6.0,0,1,1
5477,3,0,43,0,7851.013328,547.7451159,2738.5,2738.5,0.0,12.25,0,1,0
31684,2,0,12,0,378.7400581,63.12334301,31684.0,31684.0,0.0,6.0,0,1,0
25544,1,2,0,1983,77630.75478,117.4444096,12772.0,0.0,5.0,495.75,0,1,1
79,1,1,0,0,0.0,25316.4557,79.0,0.0,0.0,0.0,0,1,0
237369,3,2,18,37,231.7067519,21.06425018,59342.25,80.0,237307.0,10.16666667,0,0,0
165,1,1,6,6,72727.27273,12121.21212,165.0,0.0,0.0,6.0,0,1,0
12,1,1,6,6,1000000.0,166666.6667,12.0,0.0,0.0,6.0,0,1,0
17,3,0,31,0,1823529.41176471,176470.588235294,8.5,8.5,0.0,7.75,0,1,0
117853109,48,60,2961,69369,613.7300968445,0.9163950015,1101430.92523365,2507512.95744681,1997134.23728814,663.5779816514,0,0,0
3,2,0,4,0,1333333.333,666666.6667,3.0,3.0,0.0,2.0,0,0,0
1616971,5,0,30,0,18.55320844,3.092201406,404242.75,404242.75,0.0,6.0,0,1,1
122573,2,2,66,170,1925.3832410074,32.6336142544,40857.6666666667,1.0,3.0,53.8,0,0,0
118885189,121,152,14923,209928,1891.328953,2.296333145,437077.9007,990709.9083,751246.9603,820.6240876,0,0,0
3,2,0,31,0,10300000.0,666666.6667,3.0,3.0,0.0,20.66666667,1,1,0
1003,2,1,0,0,0.0,2991.026919,501.5,1003.0,0.0,0.0,0,1,1
49656,2,2,94,256,7048.493636,80.55421299,16552.0,1.0,1.0,79.4,0,0,0
47275,2,2,60,264,6853.516658,84.61131676,15758.33333,3.0,2.0,70.8,0,0,0
90897,1,1,44,134,1958.2604486397,22.0029263892,90897.0,0.0,0.0,74.0,0,0,0
48117,4,2,124,94,4530.623272,124.6960534,9623.4,11257.66667,47.0,35.57142857,0,0,0
31591,1,1,57,185,7660.40961,63.30917033,31591.0,0.0,0.0,99.66666667,0,0,0
61631,1,1,49,228,4494.491409,32.45120151,61631.0,0.0,0.0,108.6666667,0,0,0
31207,2,2,68,158,7241.964944,128.1763707,10402.33333,48.0,49.0,52.0,0,0,0
34,1,1,0,0,0.0,58823.52941,34.0,0.0,0.0,0.0,0,1,0
138,2,2,70,102,1246376.812,28985.50725,46.0,3.0,4.0,41.4,0,0,0
100001925,8,7,349,11595,119.4377008,0.149997113,7142994.643,14300000.0,24281.16667,746.5,0,1,1
89,1,1,0,6,67415.73034,22471.91011,89.0,0.0,0.0,2.0,0,0,1
67031921,2,2,96,96,2.864306992,0.059673062,22300000.0,67000000.0,67000000.0,48.0,0,0,0
3,2,0,31,0,10300000.0,666666.6667,3.0,3.0,0.0,20.66666667,1,1,0
23762,2,2,76,172,10436.83192,168.3359987,7920.666667,4.0,3.0,57.2,0,0,0
191,2,2,102,224,1706806.283,20942.40838,63.66666667,3.0,3.0,75.4,0,0,0
194,2,2,66,140,1061855.67,20618.5567,64.66666667,3.0,48.0,47.8,0,0,0
85009069,6,7,364,11595,140.679108,0.15292486,7084089.083,17000000.0,14200000.0,854.6428571,0,0,1
232,2,0,0,0,0.0,8620.689655,232.0,232.0,0.0,0.0,0,1,1
188,2,2,78,202,1489361.702,21276.59574,62.66666667,1.0,1.0,63.8,0,0,0
5229702,8,6,365,3717,780.5416064,2.677016778,402284.7692,747100.2857,36005.2,272.1333333,0,0,0
9274187,4,0,24,0,2.587827914,0.431304652,3091395.667,3091395.667,0.0,6.0,0,1,1
42154,2,0,0,0,0.0,47.44508232,42154.0,42154.0,0.0,0.0,0,1,0
276,2,2,94,196,1050724.638,14492.75362,92.0,47.0,48.0,67.4,0,0,0
3786887,7,7,1488,3363,1280.999407,3.696967985,291299.0,626690.6667,627088.0,323.4,0,0,0
5599694,3,1,0,0,0.0,0.714324747,1866564.667,2799847.0,0.0,0.0,0,0,0
9416073,1,5,6,30,3.823249883,0.637208314,1883214.6,0.0,2351437.75,6.0,0,1,0
5557302,8,6,390,3716,738.8477358258,2.5192080618,427484.769230769,793900.285714286,12649.0,273.7333333333,0,0,0
31059,2,2,70,126,6310.5702050935,128.7871470427,10353.0,1.0,2.0,46.2,0,0,0
50,2,2,4,12,320000.0,80000.0,16.66666667,3.0,3.0,3.6,0,0,0
99797696,10,6,646,11595,122.6581423,0.160324343,6653179.733,11100000.0,82272.2,720.0588235,0,1,1
93,1,1,0,0,0.0,21505.37634,93.0,0.0,0.0,0.0,0,1,0
3,2,0,37,0,12333333.3333333,666666.666666667,3.0,3.0,0.0,22.6666666667,1,1,0
94695,1,1,0,0,0.0,21.12043931,94695.0,0.0,0.0,0.0,0,1,0
24084,2,2,80,124,8470.353762,166.0853679,8028.0,49.0,3.0,48.8,0,0,0
48,2,0,37,0,770833.3333,41666.66667,48.0,48.0,0.0,22.66666667,1,1,0
2,2,0,0,0,0.0,1000000.0,2.0,2.0,0.0,0.0,0,1,1
30846,4,2,140,102,7845.425663,194.5146859,6169.2,10180.66667,4.0,39.57142857,0,0,0
1000964,2,0,12,0,11.98844314,1.998073857,1000964.0,1000964.0,0.0,6.0,0,1,0
173,2,2,102,224,1884393.06358382,23121.387283237,57.6666666667,3.0,2.0,75.4,0,0,0
191,2,2,80,144,1172774.86910995,20942.4083769633,63.6666666667,49.0,4.0,52.8,0,0,0
60535,1,1,40,116,2577.021558,33.03873792,60535.0,0.0,0.0,65.33333333,0,0,0
23195,2,2,78,280,15434.36085,172.4509593,7731.666667,4.0,3.0,79.4,0,0,0
91629,2,2,58,446,5500.442,43.65430159,30543.0,48.0,15.0,106.6,0,0,0
97476050,9,6,352,11595,122.5634399,0.153883954,6962575.0,12200000.0,6302.8,746.6875,0,1,1
89508047,8,6,56,11607,130.3011337,0.156410518,6885234.385,12600000.0,279551.8,777.9333333,0,1,1
118052673,16,14,1656,884,21.51581947,0.254123852,4070781.828,7867739.133,9078185.231,81.93548387,0,1,0
86082,8,8,2940,1057,46432.4713645129,185.8692874236,5738.8,12297.4285714286,7262.1428571429,235.1176470588,0,0,0
9429043,9,15,115,188,32.13475641,2.545327241,409958.3913,763218.375,673497.0714,12.12,0,0,1
570096,7,5,376,3508,6812.887654,21.04908647,51826.90909,95016.0,65179.25,298.7692308,0,0,0
121,1,1,0,0,0.0,16528.92562,121.0,0.0,0.0,0.0,0,1,0
12691,3,7,26,11601,916161.059,787.9599716,1410.111111,2007.0,2111.0,1057.0,0,0,1
4972,2,1,280,6,57522.12389,603.378922,2486.0,4972.0,0.0,140.0,1,1,0
72384,3,4,429,2267,37245.80018,96.70645447,12064.0,19372.5,13240.33333,337.0,0,0,0
60346,1,1,64,117,2999.370298,33.14221324,60346.0,0.0,0.0,81.66666667,0,0,0
1,2,0,0,0,0.0,2000000.0,1.0,1.0,0.0,0.0,0,1,1
5245640,8,5,398,3429,729.5582617,2.478248603,437136.6667,749377.1429,79506.75,273.3571429,0,0,0
3,2,0,12,0,4000000.0,666666.6667,3.0,3.0,0.0,6.0,0,0,0
30665,1,1,55,55,3587.1514756237,65.2209359204,30665.0,0.0,0.0,55.0,0,0,0
98408940,9,5,372,11595,121.6048054,0.142263498,7569918.462,12300000.0,18666.25,797.8,0,1,1
25157,1,1,49,114,6479.309934,79.50073538,25157.0,0.0,0.0,70.66666667,0,0,0
100639846,4,7,383,11595,119.0184651,0.109300644,10100000.0,33500000.0,4253.5,998.6666667,0,0,1
48435,1,1,54,110,3385.981212,41.2924538,48435.0,0.0,0.0,72.66666667,0,0,0
83,1,1,6,6,144578.3133,24096.38554,83.0,0.0,0.0,6.0,0,1,0
231,2,1,37,0,160173.1602,12987.01299,115.5,231.0,0.0,18.5,1,1,0
209,2,2,76,180,1224880.383,19138.75598,69.66666667,48.0,48.0,58.8,0,0,0
91104526,13,13,5342,6274,127.5018982043,0.2853864801,3644181.04,7590077.66666667,7590059.08333333,430.2222222222,0,0,0
33,1,1,0,0,0.0,60606.06061,33.0,0.0,0.0,0.0,0,1,0
84920183,6,7,363,11595,140.8145811,0.153084927,7076681.917,17000000.0,14200000.0,854.5714286,0,0,1
5125086,8,5,416,3013,669.0619435,2.536542801,427090.5,732155.1429,14007.0,244.9285714,0,0,0
24753,2,2,154,310,18745.2026,161.5965742,8251.0,191.0,4.0,108.2,0,0,0
3,2,0,12,0,4000000.0,666666.6667,3.0,3.0,0.0,6.0,0,1,0
32044,2,2,78,342,13106.97791,124.828361,10681.33333,1.0,4.0,91.8,0,0,0
157,2,2,58,122,1146496.815,25477.70701,52.33333333,3.0,49.0,41.8,0,0,0
1,2,0,0,0,0.0,2000000.0,1.0,1.0,0.0,0.0,0,1,1
64566,1,1,52,68,1858.563331,30.97605551,64566.0,0.0,0.0,57.33333333,0,0,0
70,1,1,0,6,85714.28571,28571.42857,70.0,0.0,0.0,2.0,0,0,1
73710,3,4,431,2267,36602.90327,94.96676163,12285.0,20097.5,13702.66667,337.25,0,0,0
222,2,2,84,282,1648648.64864865,18018.018018018,74.0,3.0,4.0,81.6,0,0,0
166,2,2,78,200,1674698.795,24096.38554,55.33333333,3.0,4.0,63.4,0,0,0
160,2,2,84,196,1750000.0,25000.0,53.33333333,1.0,1.0,64.4,0,0,0
116858377,42,51,2940,58109,522.4186881,0.795835116,1270199.75,2850204.317,2240693.62,649.4574468,0,0,0
290,2,2,78,246,1117241.379,13793.10345,96.66666667,1.0,1.0,72.6,0,0,0
44,1,1,0,6,136363.6364,45454.54545,44.0,0.0,0.0,2.0,0,0,1
84794178,6,7,373,11595,141.1417657,0.153312413,7066181.5,16900000.0,14100000.0,855.2857143,0,0,1
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,1,0
99763724,5,7,321,11595,119.4422133,0.120284203,9069429.455,24900000.0,16600000.0,917.0769231,0,0,1
228,2,2,74,262,1473684.211,17543.85965,76.0,4.0,3.0,74.6,0,0,0
272,2,0,0,0,0.0,7352.941176,272.0,272.0,0.0,0.0,0,1,0
5308663,7,4,617,164,147.1180219954,2.0720848168,530866.3,884777.166666667,28219.0,65.0833333333,0,0,0
100251824,8,5,345,11595,119.1000774,0.129673451,8354318.667,14300000.0,38134.5,852.8571429,0,1,1
30759,1,1,51,89,4551.513378,65.02161969,30759.0,0.0,0.0,63.66666667,0,0,0
101376,1,1,57,96,1509.232955,19.72853535,101376.0,0.0,0.0,70.0,0,0,0
31291,2,2,68,132,6391.6142021668,127.8322840433,10430.3333333333,3.0,49.0,46.8,0,0,0
42,1,1,2,6,190476.1905,47619.04762,42.0,0.0,0.0,3.333333333,0,0,1
201,2,2,76,180,1273631.841,19900.49751,67.0,4.0,4.0,58.8,0,0,0
56,1,1,0,0,0.0,35714.28571,56.0,0.0,0.0,0.0,0,1,0
98573823,6,7,415,11595,121.8376201,0.131880854,8214485.25,19700000.0,16400000.0,858.2857143,0,0,1
31589,1,1,48,88,4305.296147,63.31317864,31589.0,0.0,0.0,61.33333333,0,0,0
16,1,2,6,12,1125000.0,187500.0,8.0,0.0,3.0,6.0,0,1,0
3,2,0,53,0,17700000.0,666666.6667,3.0,3.0,0.0,35.33333333,1,1,0
99,1,1,0,6,60606.06061,20202.0202,99.0,0.0,0.0,2.0,0,0,1
115339783,16,14,470,230,6.06902477,0.260101062,3977233.897,7689318.867,8491267.615,22.58064516,0,0,0
170,2,2,46,46,541176.4706,23529.41176,56.66666667,4.0,48.0,23.0,0,0,0
10191221,7,8,1683,3043,463.732461498,1.4718550407,727944.357142857,31941.5,1451233.57142857,295.375,0,0,0
344212,2,2,66,98,476.4505595,11.62074535,114737.3333,4.0,3.0,39.4,0,0,0
115841,2,1,0,0,0.0,25.89756649,57920.5,115841.0,0.0,0.0,0,1,0
11318500,11,8,1216,11632,1135.132747,1.678667668,628805.5556,631791.0,1616914.286,642.4,0,0,1
